d1,d2,type,smiles1,smiles2
DB00975,DB00571,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB04855,DB00571,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01043,DB00571,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00358,DB00571,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00843,DB00571,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01122,DB00571,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01057,DB00571,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00981,DB00571,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00545,DB00571,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01400,DB00571,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01233,DB00571,51,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00677,DB00571,51,CC(C)OP(F)(=O)OC(C)C,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00390,DB00571,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB01158,DB00571,51,CC[N+](C)(C)CC1=CC=CC=C1Br,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB08895,DB00571,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB08877,DB00571,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00805,DB00187,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01199,DB00187,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00483,DB00187,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01118,DB00187,51,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00104,DB00187,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00280,DB00187,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB04855,DB00187,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01043,DB00187,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00802,DB00187,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00358,DB00187,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00843,DB00187,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01122,DB00187,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00981,DB00187,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01010,DB00187,51,CC[N+](C)(C)C1=CC(O)=CC=C1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00545,DB00187,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01400,DB00187,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01233,DB00187,51,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00677,DB00187,51,CC(C)OP(F)(=O)OC(C)C,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00944,DB00187,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08895,DB00187,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08877,DB00187,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00805,DB01359,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01199,DB01359,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00483,DB01359,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00104,DB01359,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB04855,DB01359,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01043,DB01359,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00802,DB01359,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00813,DB01359,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00843,DB01359,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01122,DB01359,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01057,DB01359,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00981,DB01359,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00545,DB01359,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01400,DB01359,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00677,DB01359,51,CC(C)OP(F)(=O)OC(C)C,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00944,DB01359,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB01158,DB01359,51,CC[N+](C)(C)CC1=CC=CC=C1Br,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB08877,DB01359,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00805,DB00264,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00975,DB00264,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01043,DB00264,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00813,DB00264,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00674,DB00264,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01245,DB00264,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01122,DB00264,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00772,DB00264,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB01400,DB00264,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08895,DB00264,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08896,DB00264,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00805,DB09204,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB01199,DB09204,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00483,DB09204,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00280,DB09204,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB04855,DB09204,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB01043,DB09204,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00802,DB09204,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00813,DB09204,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00358,DB09204,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00674,DB09204,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB01122,DB09204,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB01057,DB09204,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00981,DB09204,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00772,DB09204,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB01010,DB09204,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00545,DB09204,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00677,DB09204,51,CC(C)OP(F)(=O)OC(C)C,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB08896,DB09204,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DB00483,DB04861,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00975,DB04861,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00280,DB04861,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB04855,DB04861,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00802,DB04861,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00708,DB04861,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00813,DB04861,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00674,DB04861,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00843,DB04861,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01122,DB04861,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01010,DB04861,51,CC[N+](C)(C)C1=CC(O)=CC=C1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00545,DB04861,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01400,DB04861,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00677,DB04861,51,CC(C)OP(F)(=O)OC(C)C,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00944,DB04861,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB00390,DB04861,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB08895,DB04861,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB08877,DB04861,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB08896,DB04861,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01199,DB01295,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00483,DB01295,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00975,DB01295,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00280,DB01295,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01043,DB01295,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00708,DB01295,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00899,DB01295,51,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00813,DB01295,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00358,DB01295,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01245,DB01295,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00843,DB01295,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01057,DB01295,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00981,DB01295,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01010,DB01295,51,CC[N+](C)(C)C1=CC(O)=CC=C1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00545,DB01295,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01400,DB01295,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01233,DB01295,51,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00677,DB01295,51,CC(C)OP(F)(=O)OC(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00944,DB01295,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB08896,DB01295,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB01118,DB00521,51,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00280,DB00521,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB04855,DB00521,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB01043,DB00521,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00802,DB00521,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00813,DB00521,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00674,DB00521,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB01245,DB00521,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB01057,DB00521,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00981,DB00521,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00772,DB00521,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
